dsld_id,product_name,brand,v4_module,archetype,change_class,expected_reason,delta_score,old_score,new_score,old_tier,new_tier,old_score_status,new_score_status,old_safety_status,new_safety_status,old_assessment,new_assessment,old_verdict,new_verdict,old_safety_verdict,new_safety_verdict,old_blocking_reason,new_blocking_reason,old_safety_pillar,new_safety_pillar,old_dose_pillar,new_dose_pillar,old_b7,new_b7,old_module,new_module,old_dose_states,new_dose_states,new_safety_reason
330936,Garcinia cambogia Extract (60% HCA) Powder 500 mg,BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,51.5,51.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
330937,Garcinia Cambogia Extract (60% HCA),BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,51.5,51.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
330938,Garcinia Cambogia Extract 60% HCA Powder 500 mg,BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,51.5,51.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
331492,Energy and Metabolism Igniter,GNC Women's,generic,generic_single_molecule,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,67.3,67.3,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,7.0,7.0,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
336011,Decaf Thermo Igniter 12X,GNC AMP Advanced Muscle Performance,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,43.3,43.3,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,5.0,5.0,9.1,9.1,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains a restricted additive and it contains additive or sweetener/form-factor concerns.
36248,Control & Reduce Unflavored,GNC Total Lean,fiber_digestive,fiber_digestive,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,56.9,56.9,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.0,6.0,16.0,16.0,,-0.0,fiber_digestive,fiber_digestive,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
36250,Control & Reduce Fruit Punch,GNC Total Lean,fiber_digestive,fiber_digestive,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,54.2,54.2,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.0,6.0,16.0,16.0,,-0.0,fiber_digestive,fiber_digestive,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
36263,Healthy Metabolism Soft Chew Pink Lemonade,GNC Total Lean,multi_or_prenatal,prenatal_multi,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,49.3,49.3,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.0,6.0,6.1,6.1,-0.0,-0.0,multi_or_prenatal,multi_or_prenatal,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
37217,Rare Vanilla,GNC Beyond Raw,generic,generic_single_molecule,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,46.7,46.7,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,5.0,5.0,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains a restricted additive and it contains additive or sweetener/form-factor concerns.
37224,Rare Chocolate Fudge,GNC Beyond Raw,fiber_digestive,fiber_digestive,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,39.2,39.2,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.0,6.0,7.2,7.2,,-0.0,fiber_digestive,fiber_digestive,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
47848,Tone & Define,GNC Total Lean Advanced,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,46.8,46.8,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,5.5,5.5,10.9,10.9,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains a restricted additive and it contains additive or sweetener/form-factor concerns.
59517,Super Citrimax Clinical Strength,Life Extension,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,51.3,51.3,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,8.5,8.5,9.1,9.1,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
69535,Energy & Metabolism Generator,GNC Mega Men,generic,generic_single_molecule,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,58.3,58.3,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,9.0,9.0,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
69663,Energy & Metabolism Generator,GNC Women's Ultra Mega,generic,generic_single_molecule,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,58.9,58.9,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,9.0,9.0,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
69759,Energy & Metabolism Vanilla,GNC Women's Ultra Mega,multi_or_prenatal,prenatal_multi,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,49.9,49.9,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.0,6.0,13.6,13.6,-0.0,-0.0,multi_or_prenatal,multi_or_prenatal,"{""none"": 1}","{""none"": 1}",Safety concern: it contains additive or sweetener/form-factor concerns.
69770,Energy & Metabolism Chocolate,GNC Women's Ultra Mega,multi_or_prenatal,prenatal_multi,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,49.3,49.3,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.0,6.0,13.6,13.6,-0.0,-0.0,multi_or_prenatal,multi_or_prenatal,"{""none"": 1}","{""none"": 1}",Safety concern: it contains additive or sweetener/form-factor concerns.
70017,Energy & Metabolism Chocolate,GNC Mega Men,multi_or_prenatal,prenatal_multi,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,49.0,49.0,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.0,6.0,13.3,13.3,-0.0,-0.0,multi_or_prenatal,multi_or_prenatal,"{""none"": 1}","{""none"": 1}",Safety concern: it contains additive or sweetener/form-factor concerns.
70018,Energy & Metabolism Vanilla,GNC Mega Men,multi_or_prenatal,prenatal_multi,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,49.0,49.0,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.0,6.0,13.3,13.3,-0.0,-0.0,multi_or_prenatal,multi_or_prenatal,"{""none"": 1}","{""none"": 1}",Safety concern: it contains additive or sweetener/form-factor concerns.
74484,L-Carnitine Complex,GNC Total Lean,generic,generic_single_molecule,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,62.3,62.3,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,7.0,7.0,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
74777,Energy & Metabolism Vanilla,GNC Women's Ultra Mega,multi_or_prenatal,prenatal_multi,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,51.7,51.7,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.0,6.0,13.6,13.6,-0.0,-0.0,multi_or_prenatal,multi_or_prenatal,"{""none"": 1}","{""none"": 1}",Safety concern: it contains additive or sweetener/form-factor concerns.
75571,Energy & Metabolism Chocolate,GNC Mega Men,multi_or_prenatal,prenatal_multi,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,50.6,50.6,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.0,6.0,13.3,13.3,-0.0,-0.0,multi_or_prenatal,multi_or_prenatal,"{""none"": 1}","{""none"": 1}",Safety concern: it contains additive or sweetener/form-factor concerns.
76542,Intestinal Formula,CVS Health,fiber_digestive,fiber_digestive,unresolved_caution,unresolved dose-safety now raises CAUTION + review instead of presenting as clean,0.0,62.8,62.8,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,partial,SAFE,CAUTION,SAFE,CAUTION,,,8.0,8.0,7.2,7.2,,-0.0,fiber_digestive,fiber_digestive,null,"{""material_but_unresolved"": 1}",Safety concern: it contains additive or sweetener/form-factor concerns.
77076,Garcinia Cambogia 800 mg,Nutricost,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,46.5,46.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
78345,Apple Cider Vinegar,GNC SuperFoods,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,58.7,58.7,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
78351,Apple Cider Complete,GNC SuperFoods,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,56.8,56.8,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,8.5,8.5,10.9,10.9,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains a restricted additive and it contains additive or sweetener/form-factor concerns.
79141,Energy & Metabolism Generator,GNC Mega Men,generic,generic_single_molecule,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,57.4,57.4,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,9.0,9.0,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
81571,Hydroxycitrate,Solgar,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,42.7,42.7,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,9.0,9.0,9.1,9.1,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
